"Spieler","Marktpreis","Datum"
Amadou Haidara,2416042,2020-02-18 01:00:00
Amadou Haidara,2285252,2020-02-19 12:12:00
Amadou Haidara,2165946,2020-02-20 00:20:00
Amadou Haidara,2118301,2020-02-21 01:00:00
Amadou Haidara,2097821,2020-02-22 01:00:00
Amadou Haidara,2053486,2020-02-23 01:00:00
Amadou Haidara,2047450,2020-02-24 01:00:00
Amadou Haidara,2077888,2020-02-25 01:00:00
Amadou Haidara,2092258,2020-02-26 01:00:00
Amadou Haidara,2208103,2020-02-27 01:00:00
Amadou Haidara,2366454,2020-02-28 01:00:00
Amadou Haidara,2584940,2020-02-29 01:00:00
Amadou Haidara,2769612,2020-03-01 18:21:00
Amadou Haidara,2927910,2020-03-02 13:18:00
Amadou Haidara,3043202,2020-03-03 21:25:00
Amadou Haidara,3148374,2020-03-04 09:47:00
Amadou Haidara,3199851,2020-03-05 00:46:00
Amadou Haidara,3210278,2020-03-06 19:10:00
Amadou Haidara,3168798,2020-03-07 20:22:00
Amadou Haidara,3073344,2020-03-08 14:38:00
Amadou Haidara,2937140,2020-03-09 00:27:00
Amine Harit,32948171,2020-01-23 01:00:00
Amine Harit,32702064,2020-01-24 01:00:00
Amine Harit,32465314,2020-01-25 01:00:00
Amine Harit,32477057,2020-01-26 01:00:00
Amine Harit,32425452,2020-01-27 01:00:00
Amine Harit,32386534,2020-01-28 01:00:00
Amine Harit,32386779,2020-01-29 01:00:00
Amine Harit,32308406,2020-01-30 01:00:00
Amine Harit,32213568,2020-01-31 01:00:00
Amine Harit,32214329,2020-02-01 01:00:00
Amine Harit,32220234,2020-02-02 01:00:00
Amine Harit,32239763,2020-02-03 01:00:00
Amine Harit,32339870,2020-02-04 01:00:00
Amine Harit,32462364,2020-02-05 19:00:00
Amine Harit,32627739,2020-02-06 01:00:00
Amine Harit,32858134,2020-02-07 01:00:00
Amine Harit,33032447,2020-02-08 01:00:00
Amine Harit,33217462,2020-02-09 01:00:00
Amine Harit,33391856,2020-02-10 01:00:00
Amine Harit,33615636,2020-02-11 01:00:00
Amine Harit,33831253,2020-02-12 01:00:00
Amine Harit,33993509,2020-02-13 01:00:00
Amine Harit,34124947,2020-02-14 01:00:00
Amine Harit,34215370,2020-02-15 01:00:00
Amine Harit,34338709,2020-02-16 01:00:00
Amine Harit,34467673,2020-02-17 01:00:00
Amine Harit,34543720,2020-02-18 01:00:00
Amine Harit,34608815,2020-02-19 12:12:00
Amine Harit,34632304,2020-02-20 00:20:00
Amine Harit,34527165,2020-02-21 01:00:00
Amine Harit,34352456,2020-02-22 01:00:00
Amine Harit,34115545,2020-02-23 01:00:00
Amine Harit,33843509,2020-02-24 01:00:00
Amine Harit,33642343,2020-02-25 01:00:00
Amine Harit,33328803,2020-02-26 01:00:00
Amine Harit,33183054,2020-02-27 01:00:00
Amine Harit,33062187,2020-02-28 01:00:00
Amine Harit,32861726,2020-02-29 01:00:00
Amine Harit,32616308,2020-03-01 18:21:00
Amine Harit,32339973,2020-03-02 13:18:00
Amine Harit,32077080,2020-03-03 21:25:00
Amine Harit,31919171,2020-03-04 09:47:00
Amine Harit,31666374,2020-03-05 00:46:00
Amine Harit,31415098,2020-03-06 19:10:00
Amine Harit,31230224,2020-03-07 20:22:00
Amine Harit,31078382,2020-03-08 14:38:00
Amine Harit,30922215,2020-03-09 00:27:00
Amir Abrashi,500000,2020-01-23 01:00:00
Amir Abrashi,500000,2020-01-24 01:00:00
Amir Abrashi,500000,2020-01-25 01:00:00
Amir Abrashi,500000,2020-01-26 01:00:00
Amir Abrashi,500000,2020-01-27 01:00:00
Amir Abrashi,500000,2020-01-28 01:00:00
Amir Abrashi,500000,2020-01-29 01:00:00
Amir Abrashi,500000,2020-01-30 01:00:00
Amir Abrashi,500000,2020-01-31 01:00:00
Amir Abrashi,500000,2020-02-01 01:00:00
Amir Abrashi,500000,2020-02-02 01:00:00
Amir Abrashi,500000,2020-02-03 01:00:00
Amir Abrashi,500000,2020-02-04 01:00:00
Amir Abrashi,500000,2020-02-05 19:00:00
Amir Abrashi,500000,2020-02-06 01:00:00
Amir Abrashi,500000,2020-02-07 01:00:00
Amir Abrashi,500000,2020-02-08 01:00:00
Amir Abrashi,500000,2020-02-09 01:00:00
Amir Abrashi,500000,2020-02-10 01:00:00
Amir Abrashi,500000,2020-02-11 01:00:00
Amir Abrashi,500000,2020-02-12 01:00:00
Amir Abrashi,500000,2020-02-13 01:00:00
Amir Abrashi,500000,2020-02-14 01:00:00
Amir Abrashi,500000,2020-02-15 01:00:00
Amir Abrashi,500000,2020-02-16 01:00:00
Amir Abrashi,500000,2020-02-17 01:00:00
Amir Abrashi,500000,2020-02-18 01:00:00
Amir Abrashi,500000,2020-02-19 12:12:00
Amir Abrashi,500000,2020-02-20 00:20:00
Amir Abrashi,500000,2020-02-21 01:00:00
Amir Abrashi,500000,2020-02-22 01:00:00
Amir Abrashi,500000,2020-02-23 01:00:00
Amir Abrashi,500000,2020-02-24 01:00:00
Amir Abrashi,500000,2020-02-25 01:00:00
Amir Abrashi,500000,2020-02-26 01:00:00
Amir Abrashi,500000,2020-02-27 01:00:00
Amir Abrashi,500000,2020-02-28 01:00:00
Amir Abrashi,500000,2020-02-29 01:00:00
Amir Abrashi,500000,2020-03-01 18:21:00
Amir Abrashi,500000,2020-03-02 13:18:00
Amir Abrashi,500000,2020-03-03 21:25:00
Amir Abrashi,500000,2020-03-04 09:47:00
Amir Abrashi,500000,2020-03-05 00:46:00
Amir Abrashi,500000,2020-03-06 19:10:00
Amir Abrashi,500000,2020-03-07 20:22:00
Amir Abrashi,500000,2020-03-08 14:38:00
Amir Abrashi,500000,2020-03-09 00:27:00
André Hahn,500000,2020-01-23 01:00:00
André Hahn,500000,2020-01-24 01:00:00
André Hahn,510053,2020-01-25 01:00:00
André Hahn,510053,2020-01-26 01:00:00
André Hahn,518913,2020-01-27 01:00:00
André Hahn,562286,2020-01-28 01:00:00
André Hahn,577771,2020-01-29 01:00:00
André Hahn,593714,2020-01-30 01:00:00
André Hahn,610230,2020-01-31 01:00:00
André Hahn,630276,2020-02-01 01:00:00
André Hahn,566926,2020-02-02 01:00:00
André Hahn,500000,2020-02-03 01:00:00
André Hahn,500000,2020-02-04 01:00:00
André Hahn,500000,2020-02-05 19:00:00
André Hahn,500000,2020-02-06 01:00:00
André Hahn,500000,2020-02-07 01:00:00
André Hahn,500000,2020-02-08 01:00:00
André Hahn,500000,2020-02-09 01:00:00
André Hahn,500000,2020-02-10 01:00:00
André Hahn,500000,2020-02-11 01:00:00
André Hahn,500000,2020-02-12 01:00:00
André Hahn,500000,2020-02-13 01:00:00
André Hahn,500000,2020-02-14 01:00:00
André Hahn,500000,2020-02-15 01:00:00
André Hahn,500000,2020-02-16 01:00:00
André Hahn,500000,2020-02-17 01:00:00
André Hahn,500000,2020-02-18 01:00:00
André Hahn,500000,2020-02-19 12:12:00
André Hahn,500000,2020-02-20 00:20:00
André Hahn,500000,2020-02-21 01:00:00
André Hahn,500000,2020-02-22 01:00:00
André Hahn,500000,2020-02-23 01:00:00
André Hahn,500000,2020-02-24 01:00:00
André Hahn,500000,2020-02-25 01:00:00
André Hahn,500000,2020-02-26 01:00:00
André Hahn,500000,2020-02-27 01:00:00
André Hahn,500000,2020-02-28 01:00:00
André Hahn,500000,2020-02-29 01:00:00
André Hahn,500000,2020-03-01 18:21:00
André Hahn,500000,2020-03-02 13:18:00
André Hahn,500000,2020-03-03 21:25:00
André Hahn,500000,2020-03-04 09:47:00
André Hahn,500000,2020-03-05 00:46:00
André Hahn,500000,2020-03-06 19:10:00
André Hahn,500000,2020-03-07 20:22:00
André Hahn,500000,2020-03-08 14:38:00
André Hahn,500000,2020-03-09 00:27:00
André Hoffmann,516489,2020-01-23 01:00:00
André Hoffmann,516489,2020-01-24 01:00:00
André Hoffmann,518029,2020-01-25 01:00:00
André Hoffmann,504314,2020-01-26 01:00:00
André Hoffmann,500000,2020-01-27 01:00:00
André Hoffmann,500000,2020-01-28 01:00:00
André Hoffmann,500000,2020-01-29 01:00:00
André Hoffmann,620683,2020-01-30 01:00:00
André Hoffmann,595551,2020-01-31 01:00:00
André Hoffmann,599329,2020-02-01 01:00:00
André Hoffmann,565642,2020-02-02 01:00:00
André Hoffmann,510214,2020-02-03 01:00:00
André Hoffmann,500000,2020-02-04 01:00:00
André Hoffmann,500000,2020-02-05 19:00:00
André Hoffmann,500000,2020-02-06 01:00:00
André Hoffmann,500000,2020-02-07 01:00:00
André Hoffmann,500000,2020-02-08 01:00:00
André Hoffmann,500000,2020-02-09 01:00:00
André Hoffmann,500000,2020-02-10 01:00:00
André Hoffmann,500000,2020-02-11 01:00:00
André Hoffmann,500000,2020-02-12 01:00:00
André Hoffmann,500000,2020-02-13 01:00:00
André Hoffmann,500000,2020-02-14 01:00:00
André Hoffmann,500000,2020-02-15 01:00:00
André Hoffmann,500000,2020-02-16 01:00:00
André Hoffmann,500000,2020-02-17 01:00:00
André Hoffmann,500000,2020-02-18 01:00:00
André Hoffmann,500000,2020-02-19 12:12:00
André Hoffmann,500000,2020-02-20 00:20:00
André Hoffmann,500000,2020-02-21 01:00:00
André Hoffmann,500000,2020-02-22 01:00:00
André Hoffmann,500000,2020-02-23 01:00:00
André Hoffmann,593754,2020-02-24 01:00:00
André Hoffmann,663274,2020-02-25 01:00:00
André Hoffmann,685785,2020-02-26 01:00:00
André Hoffmann,691972,2020-02-27 01:00:00
André Hoffmann,771733,2020-02-28 01:00:00
André Hoffmann,873299,2020-02-29 01:00:00
André Hoffmann,963997,2020-03-01 18:21:00
André Hoffmann,1026361,2020-03-02 13:18:00
André Hoffmann,1089152,2020-03-03 21:25:00
André Hoffmann,1152850,2020-03-04 09:47:00
André Hoffmann,1210678,2020-03-05 00:46:00
André Hoffmann,1242241,2020-03-06 19:10:00
André Hoffmann,1272176,2020-03-07 20:22:00
André Hoffmann,1224741,2020-03-08 14:38:00
André Hoffmann,1230508,2020-03-09 00:27:00
André Silva,20308424,2020-01-23 01:00:00
André Silva,20130135,2020-01-24 01:00:00
André Silva,19951942,2020-01-25 01:00:00
André Silva,19817014,2020-01-26 01:00:00
André Silva,19644772,2020-01-27 01:00:00
André Silva,19540592,2020-01-28 01:00:00
André Silva,19459273,2020-01-29 01:00:00
André Silva,19342989,2020-01-30 01:00:00
André Silva,19243548,2020-01-31 01:00:00
André Silva,19088149,2020-02-01 01:00:00
André Silva,19081562,2020-02-02 01:00:00
André Silva,19093151,2020-02-03 01:00:00
André Silva,19095223,2020-02-04 01:00:00
André Silva,19139151,2020-02-05 19:00:00
André Silva,19300608,2020-02-06 01:00:00
André Silva,19487075,2020-02-07 01:00:00
André Silva,19628045,2020-02-08 01:00:00
André Silva,19960317,2020-02-09 01:00:00
André Silva,20289233,2020-02-10 01:00:00
André Silva,20630934,2020-02-11 01:00:00
André Silva,20897870,2020-02-12 01:00:00
André Silva,21127656,2020-02-13 01:00:00
André Silva,21291332,2020-02-14 01:00:00
André Silva,21346468,2020-02-15 01:00:00
André Silva,21398774,2020-02-16 01:00:00
André Silva,21430548,2020-02-17 01:00:00
André Silva,21475487,2020-02-18 01:00:00
André Silva,21486073,2020-02-19 12:12:00
André Silva,21449386,2020-02-20 00:20:00
André Silva,21455647,2020-02-21 01:00:00
André Silva,21343038,2020-02-22 01:00:00
André Silva,21196061,2020-02-23 01:00:00
André Silva,21057370,2020-02-24 01:00:00
André Silva,20973211,2020-02-25 01:00:00
André Silva,20915281,2020-02-26 01:00:00
André Silva,20845322,2020-02-27 01:00:00
André Silva,20802151,2020-02-28 01:00:00
André Silva,20722876,2020-02-29 01:00:00
André Silva,20802371,2020-03-01 18:21:00
André Silva,20891740,2020-03-02 13:18:00
André Silva,20984478,2020-03-03 21:25:00
André Silva,21077997,2020-03-04 09:47:00
André Silva,21176743,2020-03-05 00:46:00
André Silva,21294102,2020-03-06 19:10:00
André Silva,21380544,2020-03-07 20:22:00
André Silva,21505973,2020-03-08 14:38:00
André Silva,21574579,2020-03-09 00:27:00
Andreas Luthe,500000,2020-01-23 01:00:00
Andreas Luthe,500000,2020-01-24 01:00:00
Andreas Luthe,500000,2020-01-25 01:00:00
Andreas Luthe,500000,2020-01-26 01:00:00
Andreas Luthe,500000,2020-01-27 01:00:00
Andreas Luthe,500000,2020-01-28 01:00:00
Andreas Luthe,500000,2020-01-29 01:00:00
Andreas Luthe,500000,2020-01-30 01:00:00
Andreas Luthe,500000,2020-01-31 01:00:00
Andreas Luthe,500000,2020-02-01 01:00:00
Andreas Luthe,500000,2020-02-02 01:00:00
Andreas Luthe,500000,2020-02-03 01:00:00
Andreas Luthe,500000,2020-02-04 01:00:00
Andreas Luthe,500000,2020-02-05 19:00:00
Andreas Luthe,500000,2020-02-06 01:00:00
Andreas Luthe,500000,2020-02-07 01:00:00
Andreas Luthe,500000,2020-02-08 01:00:00
Andreas Luthe,500000,2020-02-09 01:00:00
Andreas Luthe,500000,2020-02-10 01:00:00
Andreas Luthe,500000,2020-02-11 01:00:00
Andreas Luthe,500000,2020-02-12 01:00:00
Andreas Luthe,500000,2020-02-13 01:00:00
Andreas Luthe,500000,2020-02-14 01:00:00
Andreas Luthe,500000,2020-02-15 01:00:00
Andreas Luthe,500000,2020-02-16 01:00:00
Andreas Luthe,500000,2020-02-17 01:00:00
Andreas Luthe,500000,2020-02-18 01:00:00
Andreas Luthe,500000,2020-02-19 12:12:00
Andreas Luthe,500000,2020-02-20 00:20:00
Andreas Luthe,500000,2020-02-21 01:00:00
Andreas Luthe,500000,2020-02-22 01:00:00
Andreas Luthe,500000,2020-02-23 01:00:00
Andreas Luthe,500000,2020-02-24 01:00:00
Andreas Luthe,500000,2020-02-25 01:00:00
Andreas Luthe,500000,2020-02-26 01:00:00
Andreas Luthe,500000,2020-02-27 01:00:00
Andreas Luthe,500000,2020-02-28 01:00:00
Andreas Luthe,500000,2020-02-29 01:00:00
Andreas Luthe,500000,2020-03-01 18:21:00
Andreas Luthe,500000,2020-03-02 13:18:00
Andreas Luthe,500000,2020-03-03 21:25:00
Andreas Luthe,500000,2020-03-04 09:47:00
Andreas Luthe,500000,2020-03-05 00:46:00
Andreas Luthe,500000,2020-03-06 19:10:00
Andreas Luthe,500000,2020-03-07 20:22:00
Andreas Luthe,500000,2020-03-08 14:38:00
Andreas Luthe,500000,2020-03-09 00:27:00
Andrej Kramaric,28036004,2020-01-23 01:00:00
Andrej Kramaric,27942186,2020-01-24 01:00:00
Andrej Kramaric,27814635,2020-01-25 01:00:00
Andrej Kramaric,27567891,2020-01-26 01:00:00
Andrej Kramaric,27310770,2020-01-27 01:00:00
Andrej Kramaric,27187463,2020-01-28 01:00:00
Andrej Kramaric,27058521,2020-01-29 01:00:00
Andrej Kramaric,26924962,2020-01-30 01:00:00
Andrej Kramaric,26744870,2020-01-31 01:00:00
Andrej Kramaric,26608399,2020-02-01 01:00:00
Andrej Kramaric,26527581,2020-02-02 01:00:00
Andrej Kramaric,26625943,2020-02-03 01:00:00
Andrej Kramaric,26734770,2020-02-04 01:00:00
Andrej Kramaric,26876263,2020-02-05 19:00:00
Andrej Kramaric,27044868,2020-02-06 01:00:00
Andrej Kramaric,27184536,2020-02-07 01:00:00
Andrej Kramaric,27319782,2020-02-08 01:00:00
Andrej Kramaric,27431423,2020-02-09 01:00:00
Andrej Kramaric,27484839,2020-02-10 01:00:00
Andrej Kramaric,27537622,2020-02-11 01:00:00
Andrej Kramaric,27602884,2020-02-12 01:00:00
Andrej Kramaric,27627498,2020-02-13 01:00:00
Andrej Kramaric,27656403,2020-02-14 01:00:00
Andrej Kramaric,27755891,2020-02-15 01:00:00
Andrej Kramaric,27905955,2020-02-16 01:00:00
Andrej Kramaric,28143320,2020-02-17 01:00:00
Andrej Kramaric,28393960,2020-02-18 01:00:00
Andrej Kramaric,28612222,2020-02-19 12:12:00
Andrej Kramaric,28749760,2020-02-20 00:20:00
Andrej Kramaric,28721358,2020-02-21 01:00:00
Andrej Kramaric,28661887,2020-02-22 01:00:00
Andrej Kramaric,28522858,2020-02-23 01:00:00
Andrej Kramaric,28272027,2020-02-24 01:00:00
Andrej Kramaric,28139251,2020-02-25 01:00:00
Andrej Kramaric,28017323,2020-02-26 01:00:00
Andrej Kramaric,27898614,2020-02-27 01:00:00
Andrej Kramaric,27757413,2020-02-28 01:00:00
Andrej Kramaric,27809182,2020-02-29 01:00:00
Andrej Kramaric,27883342,2020-03-01 18:21:00
Andrej Kramaric,27904215,2020-03-02 13:18:00
Andrej Kramaric,27988907,2020-03-03 21:25:00
Andrej Kramaric,28099936,2020-03-04 09:47:00
Andrej Kramaric,28225538,2020-03-05 00:46:00
Andrej Kramaric,28367101,2020-03-06 19:10:00
Andrej Kramaric,28443764,2020-03-07 20:22:00
Andrej Kramaric,28543918,2020-03-08 14:38:00
Andrej Kramaric,28616525,2020-03-09 00:27:00
Angeliño,12695239,2020-02-04 01:00:00
Angeliño,12970846,2020-02-05 19:00:00
Angeliño,13314607,2020-02-06 01:00:00
Angeliño,13621845,2020-02-07 01:00:00
Angeliño,13749348,2020-02-08 01:00:00
Angeliño,13908853,2020-02-09 01:00:00
Angeliño,14098175,2020-02-10 01:00:00
Angeliño,14450062,2020-02-11 01:00:00
Angeliño,14855935,2020-02-12 01:00:00
Angeliño,15299386,2020-02-13 01:00:00
Angeliño,15677256,2020-02-14 01:00:00
Angeliño,16109074,2020-02-15 01:00:00
Angeliño,16544290,2020-02-16 01:00:00
Angeliño,17091632,2020-02-17 01:00:00
Angeliño,17714025,2020-02-18 01:00:00
Angeliño,18332694,2020-02-19 12:12:00
Angeliño,18956380,2020-02-20 00:20:00
Angeliño,19568783,2020-02-21 01:00:00
Angeliño,20094701,2020-02-22 01:00:00
Angeliño,20629773,2020-02-23 01:00:00
Angeliño,21198415,2020-02-24 01:00:00
Angeliño,21776129,2020-02-25 01:00:00
Angeliño,22327989,2020-02-26 01:00:00
Angeliño,22862430,2020-02-27 01:00:00
Angeliño,23336204,2020-02-28 01:00:00
Angeliño,23737685,2020-02-29 01:00:00
Angeliño,24028949,2020-03-01 18:21:00
Angeliño,24355616,2020-03-02 13:18:00
Angeliño,24662441,2020-03-03 21:25:00
Angeliño,25011278,2020-03-04 09:47:00
Angeliño,25270726,2020-03-05 00:46:00
Angeliño,25541468,2020-03-06 19:10:00
Angeliño,25760460,2020-03-07 20:22:00
Angeliño,25969036,2020-03-08 14:38:00
Angeliño,26176553,2020-03-09 00:27:00
Anthony Modeste,505081,2020-01-23 01:00:00
Anthony Modeste,500000,2020-01-24 01:00:00
Anthony Modeste,504791,2020-01-25 01:00:00
Anthony Modeste,500000,2020-01-26 01:00:00
Anthony Modeste,500000,2020-01-27 01:00:00
Anthony Modeste,500000,2020-01-28 01:00:00
Anthony Modeste,608735,2020-01-29 01:00:00
Anthony Modeste,609471,2020-01-30 01:00:00
Anthony Modeste,596517,2020-01-31 01:00:00
Anthony Modeste,596586,2020-02-01 01:00:00
Anthony Modeste,515130,2020-02-02 01:00:00
Anthony Modeste,500000,2020-02-03 01:00:00
Anthony Modeste,500000,2020-02-04 01:00:00
Anthony Modeste,500000,2020-02-05 19:00:00
Anthony Modeste,545705,2020-02-06 01:00:00
Anthony Modeste,545705,2020-02-07 01:00:00
Anthony Modeste,545705,2020-02-08 01:00:00
Anthony Modeste,500000,2020-02-09 01:00:00
Anthony Modeste,500000,2020-02-10 01:00:00
Anthony Modeste,500000,2020-02-11 01:00:00
Anthony Modeste,500000,2020-02-12 01:00:00
Anthony Modeste,500000,2020-02-13 01:00:00
Anthony Modeste,500000,2020-02-14 01:00:00
Anthony Modeste,500000,2020-02-15 01:00:00
Anthony Modeste,500000,2020-02-16 01:00:00
Anthony Modeste,500000,2020-02-17 01:00:00
Anthony Modeste,500000,2020-02-18 01:00:00
Anthony Modeste,500000,2020-02-19 12:12:00
Anthony Modeste,500000,2020-02-20 00:20:00
Anthony Modeste,500000,2020-02-21 01:00:00
Anthony Modeste,500000,2020-02-22 01:00:00
Anthony Modeste,500000,2020-02-23 01:00:00
Anthony Modeste,500000,2020-02-24 01:00:00
Anthony Modeste,500000,2020-02-25 01:00:00
Anthony Modeste,500000,2020-02-26 01:00:00
Anthony Modeste,500000,2020-02-27 01:00:00
Anthony Modeste,500000,2020-02-28 01:00:00
Anthony Modeste,500000,2020-02-29 01:00:00
Anthony Modeste,500000,2020-03-01 18:21:00
Anthony Modeste,500000,2020-03-02 13:18:00
Anthony Modeste,501073,2020-03-03 21:25:00
Anthony Modeste,523218,2020-03-04 09:47:00
Anthony Modeste,545594,2020-03-05 00:46:00
Anthony Modeste,568946,2020-03-06 19:10:00
Anthony Modeste,606230,2020-03-07 20:22:00
Anthony Modeste,680196,2020-03-08 14:38:00
Anthony Modeste,773229,2020-03-09 00:27:00
Anthony Ujah,527907,2020-01-23 01:00:00
Anthony Ujah,527907,2020-01-24 01:00:00
Anthony Ujah,527907,2020-01-25 01:00:00
Anthony Ujah,500000,2020-01-26 01:00:00
Anthony Ujah,500000,2020-01-27 01:00:00
Anthony Ujah,500000,2020-01-28 01:00:00
Anthony Ujah,525699,2020-01-29 01:00:00
Anthony Ujah,525699,2020-01-30 01:00:00
Anthony Ujah,525699,2020-01-31 01:00:00
Anthony Ujah,500000,2020-02-01 01:00:00
Anthony Ujah,500000,2020-02-02 01:00:00
Anthony Ujah,500000,2020-02-03 01:00:00
Anthony Ujah,505708,2020-02-04 01:00:00
Anthony Ujah,505708,2020-02-05 19:00:00
Anthony Ujah,505708,2020-02-06 01:00:00
Anthony Ujah,500000,2020-02-07 01:00:00
Anthony Ujah,500000,2020-02-08 01:00:00
Anthony Ujah,500000,2020-02-09 01:00:00
Anthony Ujah,500000,2020-02-10 01:00:00
Anthony Ujah,500000,2020-02-11 01:00:00
Anthony Ujah,500000,2020-02-12 01:00:00
Anthony Ujah,500000,2020-02-13 01:00:00
Anthony Ujah,500000,2020-02-14 01:00:00
Anthony Ujah,500000,2020-02-15 01:00:00
Anthony Ujah,500000,2020-02-16 01:00:00
Anthony Ujah,500000,2020-02-17 01:00:00
Anthony Ujah,500000,2020-02-18 01:00:00
Anthony Ujah,500000,2020-02-19 12:12:00
Anthony Ujah,500000,2020-02-20 00:20:00
Anthony Ujah,500000,2020-02-21 01:00:00
Anthony Ujah,500000,2020-02-22 01:00:00
Anthony Ujah,500000,2020-02-23 01:00:00
Anthony Ujah,500000,2020-02-24 01:00:00
Anthony Ujah,500000,2020-02-25 01:00:00
Anthony Ujah,500000,2020-02-26 01:00:00
Anthony Ujah,500000,2020-02-27 01:00:00
Anthony Ujah,500000,2020-02-28 01:00:00
Anthony Ujah,500000,2020-02-29 01:00:00
Anthony Ujah,500000,2020-03-01 18:21:00
Anthony Ujah,500000,2020-03-02 13:18:00
Anthony Ujah,500000,2020-03-03 21:25:00
Anthony Ujah,500000,2020-03-04 09:47:00
Anthony Ujah,500000,2020-03-05 00:46:00
Anthony Ujah,500000,2020-03-06 19:10:00
Anthony Ujah,500000,2020-03-07 20:22:00
Anthony Ujah,500000,2020-03-08 14:38:00
Anthony Ujah,500000,2020-03-09 00:27:00
Antony Evans,938472,2020-02-01 01:00:00
Antony Evans,1010645,2020-02-02 01:00:00
Antony Evans,1045596,2020-02-03 01:00:00
Antony Evans,1051789,2020-02-04 01:00:00
Antony Evans,1060316,2020-02-05 19:00:00
Antony Evans,1080894,2020-02-06 01:00:00
Antony Evans,1107646,2020-02-07 01:00:00
Antony Evans,1035523,2020-02-08 01:00:00
Antony Evans,924896,2020-02-09 01:00:00
Antony Evans,721212,2020-02-10 01:00:00
Antony Evans,505383,2020-02-11 01:00:00
Antony Evans,500000,2020-02-12 01:00:00
Antony Evans,500000,2020-02-13 01:00:00
Antony Evans,500000,2020-02-14 01:00:00
Antony Evans,512051,2020-02-15 01:00:00
Antony Evans,512051,2020-02-16 01:00:00
Antony Evans,512051,2020-02-17 01:00:00
Antony Evans,500000,2020-02-18 01:00:00
Antony Evans,500000,2020-02-19 12:12:00
Antony Evans,500000,2020-02-20 00:20:00
Antony Evans,500000,2020-02-21 01:00:00
Antony Evans,500000,2020-02-22 01:00:00
Antony Evans,500000,2020-02-23 01:00:00
Antony Evans,500000,2020-02-24 01:00:00
Antony Evans,500000,2020-02-25 01:00:00
Antony Evans,500000,2020-02-26 01:00:00
Antony Evans,500000,2020-02-27 01:00:00
Antony Evans,500000,2020-02-28 01:00:00
Antony Evans,500000,2020-02-29 01:00:00
Antony Evans,500000,2020-03-01 18:21:00
Antony Evans,500000,2020-03-02 13:18:00
Antony Evans,500000,2020-03-03 21:25:00
Antony Evans,500000,2020-03-04 09:47:00
Antony Evans,500000,2020-03-05 00:46:00
Antony Evans,500000,2020-03-06 19:10:00
Antony Evans,500000,2020-03-07 20:22:00
Antony Evans,500000,2020-03-08 14:38:00
Antony Evans,500000,2020-03-09 00:27:00
Arne Maier,500000,2020-01-23 01:00:00
Arne Maier,500000,2020-01-24 01:00:00
Arne Maier,500000,2020-01-25 01:00:00
Arne Maier,500000,2020-01-26 01:00:00
Arne Maier,500000,2020-01-27 01:00:00
Arne Maier,500000,2020-01-28 01:00:00
Arne Maier,500000,2020-01-29 01:00:00
Arne Maier,500000,2020-01-30 01:00:00
Arne Maier,500000,2020-01-31 01:00:00
Arne Maier,500000,2020-02-01 01:00:00
Arne Maier,500000,2020-02-02 01:00:00
Arne Maier,500000,2020-02-03 01:00:00
Arne Maier,500000,2020-02-04 01:00:00
Arne Maier,500000,2020-02-05 19:00:00
Arne Maier,537931,2020-02-06 01:00:00
Arne Maier,627318,2020-02-07 01:00:00
Arne Maier,718440,2020-02-08 01:00:00
Arne Maier,769783,2020-02-09 01:00:00
Arne Maier,803825,2020-02-10 01:00:00
Arne Maier,835881,2020-02-11 01:00:00
Arne Maier,852778,2020-02-12 01:00:00
Arne Maier,921960,2020-02-13 01:00:00
Arne Maier,930487,2020-02-14 01:00:00
Arne Maier,1027435,2020-02-15 01:00:00
Arne Maier,1129027,2020-02-16 01:00:00
Arne Maier,1334824,2020-02-17 01:00:00
Arne Maier,1597224,2020-02-18 01:00:00
Arne Maier,1819509,2020-02-19 12:12:00
Arne Maier,1994156,2020-02-20 00:20:00
Arne Maier,2139513,2020-02-21 01:00:00
Arne Maier,2262604,2020-02-22 01:00:00
Arne Maier,2368417,2020-02-23 01:00:00
Arne Maier,2362497,2020-02-24 01:00:00
Arne Maier,2306926,2020-02-25 01:00:00
Arne Maier,2199841,2020-02-26 01:00:00
Arne Maier,2001522,2020-02-27 01:00:00
Arne Maier,1814419,2020-02-28 01:00:00
Arne Maier,1659985,2020-02-29 01:00:00
Arne Maier,1453717,2020-03-01 18:21:00
Arne Maier,1223939,2020-03-02 13:18:00
Arne Maier,1012007,2020-03-03 21:25:00
Arne Maier,798808,2020-03-04 09:47:00
Arne Maier,600374,2020-03-05 00:46:00
Arne Maier,500000,2020-03-06 19:10:00
Arne Maier,500000,2020-03-07 20:22:00
Arne Maier,500000,2020-03-08 14:38:00
Arne Maier,500000,2020-03-09 00:27:00
Axel Witsel,46613890,2020-01-23 01:00:00
Axel Witsel,46702455,2020-01-24 01:00:00
Axel Witsel,46772254,2020-01-25 01:00:00
Axel Witsel,46826849,2020-01-26 01:00:00
Axel Witsel,46898897,2020-01-27 01:00:00
Axel Witsel,46956849,2020-01-28 01:00:00
Axel Witsel,47025570,2020-01-29 01:00:00
Axel Witsel,47032676,2020-01-30 01:00:00
Axel Witsel,47029044,2020-01-31 01:00:00
Axel Witsel,46998366,2020-02-01 01:00:00
Axel Witsel,47015488,2020-02-02 01:00:00
Axel Witsel,47078132,2020-02-03 01:00:00
Axel Witsel,47159425,2020-02-04 01:00:00
Axel Witsel,47207363,2020-02-05 19:00:00
