"Spieler","Marktpreis","Datum"
Marijan Cavar,500000,2020-02-28 01:00:00
Marijan Cavar,500000,2020-02-29 01:00:00
Marijan Cavar,500000,2020-03-01 18:21:00
Marijan Cavar,500000,2020-03-02 13:18:00
Marijan Cavar,500000,2020-03-03 21:25:00
Marijan Cavar,500000,2020-03-04 09:47:00
Marijan Cavar,500000,2020-03-05 00:46:00
Marijan Cavar,500000,2020-03-06 19:10:00
Marijan Cavar,500000,2020-03-07 20:22:00
Marijan Cavar,500000,2020-03-08 14:38:00
Marijan Cavar,500000,2020-03-09 00:27:00
Marin Pongracic,11242922,2020-01-23 01:00:00
Marin Pongracic,11347001,2020-01-24 01:00:00
Marin Pongracic,11207062,2020-01-25 01:00:00
Marin Pongracic,11272269,2020-01-26 01:00:00
Marin Pongracic,11291877,2020-01-27 01:00:00
Marin Pongracic,11462092,2020-01-28 01:00:00
Marin Pongracic,11616426,2020-01-29 01:00:00
Marin Pongracic,11848545,2020-01-30 01:00:00
Marin Pongracic,12090927,2020-01-31 01:00:00
Marin Pongracic,12307953,2020-02-01 01:00:00
Marin Pongracic,12589635,2020-02-02 01:00:00
Marin Pongracic,12908233,2020-02-03 01:00:00
Marin Pongracic,13203624,2020-02-04 01:00:00
Marin Pongracic,13481578,2020-02-05 19:00:00
Marin Pongracic,13693603,2020-02-06 01:00:00
Marin Pongracic,13795461,2020-02-07 01:00:00
Marin Pongracic,13800483,2020-02-08 01:00:00
Marin Pongracic,13813296,2020-02-09 01:00:00
Marin Pongracic,13519383,2020-02-10 01:00:00
Marin Pongracic,13086080,2020-02-11 01:00:00
Marin Pongracic,12702957,2020-02-12 01:00:00
Marin Pongracic,12380966,2020-02-13 01:00:00
Marin Pongracic,12097465,2020-02-14 01:00:00
Marin Pongracic,11778439,2020-02-15 01:00:00
Marin Pongracic,11519447,2020-02-16 01:00:00
Marin Pongracic,11313251,2020-02-17 01:00:00
Marin Pongracic,11154987,2020-02-18 01:00:00
Marin Pongracic,11025762,2020-02-19 12:12:00
Marin Pongracic,10917838,2020-02-20 00:20:00
Marin Pongracic,10700547,2020-02-21 01:00:00
Marin Pongracic,10503605,2020-02-22 01:00:00
Marin Pongracic,10315245,2020-02-23 01:00:00
Marin Pongracic,10122470,2020-02-24 01:00:00
Marin Pongracic,9928548,2020-02-25 01:00:00
Marin Pongracic,9756537,2020-02-26 01:00:00
Marin Pongracic,9583495,2020-02-27 01:00:00
Marin Pongracic,9371991,2020-02-28 01:00:00
Marin Pongracic,9148304,2020-02-29 01:00:00
Marin Pongracic,8943677,2020-03-01 18:21:00
Marin Pongracic,8739075,2020-03-02 13:18:00
Marin Pongracic,8557545,2020-03-03 21:25:00
Marin Pongracic,8358144,2020-03-04 09:47:00
Marin Pongracic,8136696,2020-03-05 00:46:00
Marin Pongracic,7939816,2020-03-06 19:10:00
Marin Pongracic,7719933,2020-03-07 20:22:00
Marin Pongracic,7531873,2020-03-08 14:38:00
Marin Pongracic,7309904,2020-03-09 00:27:00
Mario Götze,12291849,2020-01-23 01:00:00
Mario Götze,12195121,2020-01-24 01:00:00
Mario Götze,12082068,2020-01-25 01:00:00
Mario Götze,11950378,2020-01-26 01:00:00
Mario Götze,11773138,2020-01-27 01:00:00
Mario Götze,11569003,2020-01-28 01:00:00
Mario Götze,11408721,2020-01-29 01:00:00
Mario Götze,11216123,2020-01-30 01:00:00
Mario Götze,11032060,2020-01-31 01:00:00
Mario Götze,10833154,2020-02-01 01:00:00
Mario Götze,10664034,2020-02-02 01:00:00
Mario Götze,10471490,2020-02-03 01:00:00
Mario Götze,10295160,2020-02-04 01:00:00
Mario Götze,10088093,2020-02-05 19:00:00
Mario Götze,9933425,2020-02-06 01:00:00
Mario Götze,9833329,2020-02-07 01:00:00
Mario Götze,9721421,2020-02-08 01:00:00
Mario Götze,9608159,2020-02-09 01:00:00
Mario Götze,9495491,2020-02-10 01:00:00
Mario Götze,9402905,2020-02-11 01:00:00
Mario Götze,9318450,2020-02-12 01:00:00
Mario Götze,9267811,2020-02-13 01:00:00
Mario Götze,9162497,2020-02-14 01:00:00
Mario Götze,9063390,2020-02-15 01:00:00
Mario Götze,8919234,2020-02-16 01:00:00
Mario Götze,8756170,2020-02-17 01:00:00
Mario Götze,8593641,2020-02-18 01:00:00
Mario Götze,8439660,2020-02-19 12:12:00
Mario Götze,8304981,2020-02-20 00:20:00
Mario Götze,8150367,2020-02-21 01:00:00
Mario Götze,7973867,2020-02-22 01:00:00
Mario Götze,7796973,2020-02-23 01:00:00
Mario Götze,7609685,2020-02-24 01:00:00
Mario Götze,7423637,2020-02-25 01:00:00
Mario Götze,7222671,2020-02-26 01:00:00
Mario Götze,7042391,2020-02-27 01:00:00
Mario Götze,6860788,2020-02-28 01:00:00
Mario Götze,6666091,2020-02-29 01:00:00
Mario Götze,6479584,2020-03-01 18:21:00
Mario Götze,6248240,2020-03-02 13:18:00
Mario Götze,6043996,2020-03-03 21:25:00
Mario Götze,5832111,2020-03-04 09:47:00
Mario Götze,5638597,2020-03-05 00:46:00
Mario Götze,5452918,2020-03-06 19:10:00
Mario Götze,5255586,2020-03-07 20:22:00
Mario Götze,5065407,2020-03-08 14:38:00
Mario Götze,4842627,2020-03-09 00:27:00
Marius Bülter,1470739,2020-01-23 01:00:00
Marius Bülter,1520081,2020-01-24 01:00:00
Marius Bülter,1582336,2020-01-25 01:00:00
Marius Bülter,1639957,2020-01-26 01:00:00
Marius Bülter,1652284,2020-01-27 01:00:00
Marius Bülter,1631151,2020-01-28 01:00:00
Marius Bülter,1636418,2020-01-29 01:00:00
Marius Bülter,1540508,2020-01-30 01:00:00
Marius Bülter,1402833,2020-01-31 01:00:00
Marius Bülter,1280384,2020-02-01 01:00:00
Marius Bülter,1119670,2020-02-02 01:00:00
Marius Bülter,1007357,2020-02-03 01:00:00
Marius Bülter,892104,2020-02-04 01:00:00
Marius Bülter,775882,2020-02-05 19:00:00
Marius Bülter,696027,2020-02-06 01:00:00
Marius Bülter,660574,2020-02-07 01:00:00
Marius Bülter,637331,2020-02-08 01:00:00
Marius Bülter,637738,2020-02-09 01:00:00
Marius Bülter,974831,2020-02-10 01:00:00
Marius Bülter,1278153,2020-02-11 01:00:00
Marius Bülter,1585452,2020-02-12 01:00:00
Marius Bülter,1839877,2020-02-13 01:00:00
Marius Bülter,2045310,2020-02-14 01:00:00
Marius Bülter,2216786,2020-02-15 01:00:00
Marius Bülter,2380127,2020-02-16 01:00:00
Marius Bülter,2660987,2020-02-17 01:00:00
Marius Bülter,2963314,2020-02-18 01:00:00
Marius Bülter,3294791,2020-02-19 12:12:00
Marius Bülter,3540618,2020-02-20 00:20:00
Marius Bülter,3746917,2020-02-21 01:00:00
Marius Bülter,3915780,2020-02-22 01:00:00
Marius Bülter,4070355,2020-02-23 01:00:00
Marius Bülter,4236277,2020-02-24 01:00:00
Marius Bülter,4375719,2020-02-25 01:00:00
Marius Bülter,4564839,2020-02-26 01:00:00
Marius Bülter,4749705,2020-02-27 01:00:00
Marius Bülter,4918006,2020-02-28 01:00:00
Marius Bülter,5039517,2020-02-29 01:00:00
Marius Bülter,5125985,2020-03-01 18:21:00
Marius Bülter,5185315,2020-03-02 13:18:00
Marius Bülter,5204617,2020-03-03 21:25:00
Marius Bülter,5248545,2020-03-04 09:47:00
Marius Bülter,5257970,2020-03-05 00:46:00
Marius Bülter,5274797,2020-03-06 19:10:00
Marius Bülter,5290601,2020-03-07 20:22:00
Marius Bülter,5187936,2020-03-08 14:38:00
Marius Bülter,5066922,2020-03-09 00:27:00
Marius Wolf,9587660,2020-01-23 01:00:00
Marius Wolf,9454516,2020-01-24 01:00:00
Marius Wolf,9351611,2020-01-25 01:00:00
Marius Wolf,9300885,2020-01-26 01:00:00
Marius Wolf,9260334,2020-01-27 01:00:00
Marius Wolf,9171193,2020-01-28 01:00:00
Marius Wolf,9067748,2020-01-29 01:00:00
Marius Wolf,8950885,2020-01-30 01:00:00
Marius Wolf,8853041,2020-01-31 01:00:00
Marius Wolf,8768736,2020-02-01 01:00:00
Marius Wolf,8685546,2020-02-02 01:00:00
Marius Wolf,8589085,2020-02-03 01:00:00
Marius Wolf,8472672,2020-02-04 01:00:00
Marius Wolf,8359799,2020-02-05 19:00:00
Marius Wolf,8380368,2020-02-06 01:00:00
Marius Wolf,8399143,2020-02-07 01:00:00
Marius Wolf,8401043,2020-02-08 01:00:00
Marius Wolf,8457276,2020-02-09 01:00:00
Marius Wolf,8345964,2020-02-10 01:00:00
Marius Wolf,8166534,2020-02-11 01:00:00
Marius Wolf,8003789,2020-02-12 01:00:00
Marius Wolf,7804922,2020-02-13 01:00:00
Marius Wolf,7588627,2020-02-14 01:00:00
Marius Wolf,7367838,2020-02-15 01:00:00
Marius Wolf,7161753,2020-02-16 01:00:00
Marius Wolf,6985063,2020-02-17 01:00:00
Marius Wolf,6837002,2020-02-18 01:00:00
Marius Wolf,6714294,2020-02-19 12:12:00
Marius Wolf,6594626,2020-02-20 00:20:00
Marius Wolf,6450444,2020-02-21 01:00:00
Marius Wolf,6358991,2020-02-22 01:00:00
Marius Wolf,6216471,2020-02-23 01:00:00
Marius Wolf,6068508,2020-02-24 01:00:00
Marius Wolf,5904818,2020-02-25 01:00:00
Marius Wolf,5735013,2020-02-26 01:00:00
Marius Wolf,5613219,2020-02-27 01:00:00
Marius Wolf,5509732,2020-02-28 01:00:00
Marius Wolf,5458933,2020-02-29 01:00:00
Marius Wolf,5430521,2020-03-01 18:21:00
Marius Wolf,5412064,2020-03-02 13:18:00
Marius Wolf,5359103,2020-03-03 21:25:00
Marius Wolf,5258471,2020-03-04 09:47:00
Marius Wolf,5165011,2020-03-05 00:46:00
Marius Wolf,5078560,2020-03-06 19:10:00
Marius Wolf,5014201,2020-03-07 20:22:00
Marius Wolf,4873265,2020-03-08 14:38:00
Marius Wolf,4757701,2020-03-09 00:27:00
Mark Flekken,6959721,2020-01-23 01:00:00
Mark Flekken,6805022,2020-01-24 01:00:00
Mark Flekken,6620852,2020-01-25 01:00:00
Mark Flekken,6452165,2020-01-26 01:00:00
Mark Flekken,6236954,2020-01-27 01:00:00
Mark Flekken,6042205,2020-01-28 01:00:00
Mark Flekken,5876762,2020-01-29 01:00:00
Mark Flekken,5670283,2020-01-30 01:00:00
Mark Flekken,5465730,2020-01-31 01:00:00
Mark Flekken,5250734,2020-02-01 01:00:00
Mark Flekken,5040354,2020-02-02 01:00:00
Mark Flekken,4843175,2020-02-03 01:00:00
Mark Flekken,4680997,2020-02-04 01:00:00
Mark Flekken,4541522,2020-02-05 19:00:00
Mark Flekken,4388669,2020-02-06 01:00:00
Mark Flekken,4214168,2020-02-07 01:00:00
Mark Flekken,4015848,2020-02-08 01:00:00
Mark Flekken,3817167,2020-02-09 01:00:00
Mark Flekken,3621033,2020-02-10 01:00:00
Mark Flekken,3433207,2020-02-11 01:00:00
Mark Flekken,3267351,2020-02-12 01:00:00
Mark Flekken,3085483,2020-02-13 01:00:00
Mark Flekken,2892204,2020-02-14 01:00:00
Mark Flekken,2706563,2020-02-15 01:00:00
Mark Flekken,2507412,2020-02-16 01:00:00
Mark Flekken,2300417,2020-02-17 01:00:00
Mark Flekken,2095887,2020-02-18 01:00:00
Mark Flekken,1891753,2020-02-19 12:12:00
Mark Flekken,1690817,2020-02-20 00:20:00
Mark Flekken,1487382,2020-02-21 01:00:00
Mark Flekken,1295091,2020-02-22 01:00:00
Mark Flekken,1075747,2020-02-23 01:00:00
Mark Flekken,868578,2020-02-24 01:00:00
Mark Flekken,667685,2020-02-25 01:00:00
Mark Flekken,500000,2020-02-26 01:00:00
Mark Flekken,500000,2020-02-27 01:00:00
Mark Flekken,500000,2020-02-28 01:00:00
Mark Flekken,518727,2020-02-29 01:00:00
Mark Flekken,518727,2020-03-01 18:21:00
Mark Flekken,518727,2020-03-02 13:18:00
Mark Flekken,500000,2020-03-03 21:25:00
Mark Flekken,500000,2020-03-04 09:47:00
Mark Flekken,500000,2020-03-05 00:46:00
Mark Flekken,500000,2020-03-06 19:10:00
Mark Flekken,527907,2020-03-07 20:22:00
Mark Flekken,527907,2020-03-08 14:38:00
Mark Flekken,527907,2020-03-09 00:27:00
Mark Uth,7213683,2020-01-23 01:00:00
Mark Uth,7355397,2020-01-24 01:00:00
Mark Uth,7444656,2020-01-25 01:00:00
Mark Uth,7602694,2020-01-26 01:00:00
Mark Uth,7738759,2020-01-27 01:00:00
Mark Uth,7919594,2020-01-28 01:00:00
Mark Uth,8073043,2020-01-29 01:00:00
Mark Uth,8240160,2020-01-30 01:00:00
Mark Uth,8356915,2020-01-31 01:00:00
Mark Uth,8454451,2020-02-01 01:00:00
Mark Uth,8555341,2020-02-02 01:00:00
Mark Uth,8681328,2020-02-03 01:00:00
Mark Uth,8926706,2020-02-04 01:00:00
Mark Uth,9270623,2020-02-05 19:00:00
Mark Uth,9544245,2020-02-06 01:00:00
Mark Uth,9772792,2020-02-07 01:00:00
Mark Uth,9919671,2020-02-08 01:00:00
Mark Uth,10084462,2020-02-09 01:00:00
Mark Uth,10224694,2020-02-10 01:00:00
Mark Uth,10365607,2020-02-11 01:00:00
Mark Uth,10492807,2020-02-12 01:00:00
Mark Uth,10602325,2020-02-13 01:00:00
Mark Uth,10520514,2020-02-14 01:00:00
Mark Uth,10358052,2020-02-15 01:00:00
Mark Uth,10218441,2020-02-16 01:00:00
Mark Uth,10136714,2020-02-17 01:00:00
Mark Uth,10199982,2020-02-18 01:00:00
Mark Uth,10292474,2020-02-19 12:12:00
Mark Uth,10407365,2020-02-20 00:20:00
Mark Uth,10511550,2020-02-21 01:00:00
Mark Uth,10595034,2020-02-22 01:00:00
Mark Uth,10687255,2020-02-23 01:00:00
Mark Uth,10937726,2020-02-24 01:00:00
Mark Uth,11224763,2020-02-25 01:00:00
Mark Uth,11542478,2020-02-26 01:00:00
Mark Uth,11871076,2020-02-27 01:00:00
Mark Uth,12193637,2020-02-28 01:00:00
Mark Uth,12447261,2020-02-29 01:00:00
Mark Uth,12686544,2020-03-01 18:21:00
Mark Uth,12970275,2020-03-02 13:18:00
Mark Uth,13335222,2020-03-03 21:25:00
Mark Uth,13681878,2020-03-04 09:47:00
Mark Uth,14025504,2020-03-05 00:46:00
Mark Uth,14317499,2020-03-06 19:10:00
Mark Uth,14580000,2020-03-07 20:22:00
Mark Uth,14911427,2020-03-08 14:38:00
Mark Uth,15211695,2020-03-09 00:27:00
Marko Grujic,23288290,2020-01-23 01:00:00
Marko Grujic,23170245,2020-01-24 01:00:00
Marko Grujic,22948621,2020-01-25 01:00:00
Marko Grujic,22737550,2020-01-26 01:00:00
Marko Grujic,22606910,2020-01-27 01:00:00
Marko Grujic,22557199,2020-01-28 01:00:00
Marko Grujic,22482502,2020-01-29 01:00:00
Marko Grujic,22410769,2020-01-30 01:00:00
Marko Grujic,22356270,2020-01-31 01:00:00
Marko Grujic,22306009,2020-02-01 01:00:00
Marko Grujic,22200045,2020-02-02 01:00:00
Marko Grujic,22055636,2020-02-03 01:00:00
Marko Grujic,22008796,2020-02-04 01:00:00
Marko Grujic,22000341,2020-02-05 19:00:00
Marko Grujic,21967313,2020-02-06 01:00:00
Marko Grujic,21975493,2020-02-07 01:00:00
Marko Grujic,21980422,2020-02-08 01:00:00
Marko Grujic,21912850,2020-02-09 01:00:00
Marko Grujic,21780373,2020-02-10 01:00:00
Marko Grujic,21599812,2020-02-11 01:00:00
Marko Grujic,21495207,2020-02-12 01:00:00
Marko Grujic,21309111,2020-02-13 01:00:00
Marko Grujic,21171234,2020-02-14 01:00:00
Marko Grujic,20975844,2020-02-15 01:00:00
Marko Grujic,20768105,2020-02-16 01:00:00
Marko Grujic,20582714,2020-02-17 01:00:00
Marko Grujic,20377060,2020-02-18 01:00:00
Marko Grujic,20176172,2020-02-19 12:12:00
Marko Grujic,20012280,2020-02-20 00:20:00
Marko Grujic,19807781,2020-02-21 01:00:00
Marko Grujic,19612028,2020-02-22 01:00:00
Marko Grujic,19479594,2020-02-23 01:00:00
Marko Grujic,19292165,2020-02-24 01:00:00
Marko Grujic,19165673,2020-02-25 01:00:00
Marko Grujic,19049989,2020-02-26 01:00:00
Marko Grujic,18981252,2020-02-27 01:00:00
Marko Grujic,18890358,2020-02-28 01:00:00
Marko Grujic,18785412,2020-02-29 01:00:00
Marko Grujic,18601958,2020-03-01 18:21:00
Marko Grujic,18385774,2020-03-02 13:18:00
Marko Grujic,18184969,2020-03-03 21:25:00
Marko Grujic,17965186,2020-03-04 09:47:00
Marko Grujic,17818457,2020-03-05 00:46:00
Marko Grujic,17649145,2020-03-06 19:10:00
Marko Grujic,17440214,2020-03-07 20:22:00
Marko Grujic,17248480,2020-03-08 14:38:00
Marko Grujic,17013272,2020-03-09 00:27:00
Markus Schubert,8927294,2020-01-23 01:00:00
Markus Schubert,9018172,2020-01-24 01:00:00
Markus Schubert,9108493,2020-01-25 01:00:00
Markus Schubert,9202893,2020-01-26 01:00:00
Markus Schubert,9237777,2020-01-27 01:00:00
Markus Schubert,9232850,2020-01-28 01:00:00
Markus Schubert,9205734,2020-01-29 01:00:00
Markus Schubert,9087332,2020-01-30 01:00:00
Markus Schubert,8761767,2020-01-31 01:00:00
Markus Schubert,8448450,2020-02-01 01:00:00
Markus Schubert,8234459,2020-02-02 01:00:00
Markus Schubert,8010000,2020-02-03 01:00:00
Markus Schubert,7805142,2020-02-04 01:00:00
Markus Schubert,7598921,2020-02-05 19:00:00
Markus Schubert,7418634,2020-02-06 01:00:00
Markus Schubert,7220956,2020-02-07 01:00:00
Markus Schubert,7009266,2020-02-08 01:00:00
Markus Schubert,6814900,2020-02-09 01:00:00
Markus Schubert,6611000,2020-02-10 01:00:00
Markus Schubert,6411421,2020-02-11 01:00:00
Markus Schubert,6236061,2020-02-12 01:00:00
Markus Schubert,6077468,2020-02-13 01:00:00
Markus Schubert,5888282,2020-02-14 01:00:00
Markus Schubert,5663403,2020-02-15 01:00:00
Markus Schubert,5489742,2020-02-16 01:00:00
Markus Schubert,5284559,2020-02-17 01:00:00
Markus Schubert,5088007,2020-02-18 01:00:00
Markus Schubert,4883313,2020-02-19 12:12:00
Markus Schubert,4705661,2020-02-20 00:20:00
Markus Schubert,4513009,2020-02-21 01:00:00
Markus Schubert,4325601,2020-02-22 01:00:00
Markus Schubert,4129896,2020-02-23 01:00:00
Markus Schubert,3999359,2020-02-24 01:00:00
Markus Schubert,3887163,2020-02-25 01:00:00
Markus Schubert,3775631,2020-02-26 01:00:00
Markus Schubert,3664778,2020-02-27 01:00:00
Markus Schubert,3536113,2020-02-28 01:00:00
Markus Schubert,3399399,2020-02-29 01:00:00
Markus Schubert,3284494,2020-03-01 18:21:00
Markus Schubert,3383247,2020-03-02 13:18:00
Markus Schubert,3563431,2020-03-03 21:25:00
Markus Schubert,3869270,2020-03-04 09:47:00
Markus Schubert,4323672,2020-03-05 00:46:00
Markus Schubert,4782404,2020-03-06 19:10:00
Markus Schubert,5208423,2020-03-07 20:22:00
Markus Schubert,5649039,2020-03-08 14:38:00
Markus Schubert,6071945,2020-03-09 00:27:00
Markus Suttner,500000,2020-01-23 01:00:00
Markus Suttner,500000,2020-01-24 01:00:00
Markus Suttner,500000,2020-01-25 01:00:00
Markus Suttner,500000,2020-01-26 01:00:00
Markus Suttner,500000,2020-01-27 01:00:00
Markus Suttner,500000,2020-01-28 01:00:00
Markus Suttner,500000,2020-01-29 01:00:00
Markus Suttner,500000,2020-01-30 01:00:00
Markus Suttner,500000,2020-01-31 01:00:00
Markus Suttner,500000,2020-02-01 01:00:00
Markus Suttner,500000,2020-02-02 01:00:00
Markus Suttner,500000,2020-02-03 01:00:00
Markus Suttner,500000,2020-02-04 01:00:00
Markus Suttner,500000,2020-02-05 19:00:00
Markus Suttner,500000,2020-02-06 01:00:00
Markus Suttner,500000,2020-02-07 01:00:00
Markus Suttner,500000,2020-02-08 01:00:00
Markus Suttner,500000,2020-02-09 01:00:00
Markus Suttner,500000,2020-02-10 01:00:00
Markus Suttner,500000,2020-02-11 01:00:00
Markus Suttner,500000,2020-02-12 01:00:00
Markus Suttner,500000,2020-02-13 01:00:00
Markus Suttner,500000,2020-02-14 01:00:00
Markus Suttner,500000,2020-02-15 01:00:00
Markus Suttner,500000,2020-02-16 01:00:00
Markus Suttner,500000,2020-02-17 01:00:00
Markus Suttner,500000,2020-02-18 01:00:00
Markus Suttner,500000,2020-02-19 12:12:00
Markus Suttner,500000,2020-02-20 00:20:00
Markus Suttner,500000,2020-02-21 01:00:00
Markus Suttner,500000,2020-02-22 01:00:00
Markus Suttner,500000,2020-02-23 01:00:00
Markus Suttner,500000,2020-02-24 01:00:00
Markus Suttner,500000,2020-02-25 01:00:00
Markus Suttner,500000,2020-02-26 01:00:00
Markus Suttner,500000,2020-02-27 01:00:00
Markus Suttner,500000,2020-02-28 01:00:00
Markus Suttner,500000,2020-02-29 01:00:00
Markus Suttner,500000,2020-03-01 18:21:00
Markus Suttner,500000,2020-03-02 13:18:00
Markus Suttner,500000,2020-03-03 21:25:00
Markus Suttner,500000,2020-03-04 09:47:00
Markus Suttner,500000,2020-03-05 00:46:00
Markus Suttner,500000,2020-03-06 19:10:00
Markus Suttner,500000,2020-03-07 20:22:00
Markus Suttner,500000,2020-03-08 14:38:00
Markus Suttner,500000,2020-03-09 00:27:00
Marlon Ritter,500000,2020-01-23 01:00:00
Marlon Ritter,500000,2020-01-24 01:00:00
Marlon Ritter,500000,2020-01-25 01:00:00
Marlon Ritter,500000,2020-01-26 01:00:00
Marlon Ritter,500000,2020-01-27 01:00:00
Marlon Ritter,500000,2020-01-28 01:00:00
Marlon Ritter,500000,2020-01-29 01:00:00
Marlon Ritter,500000,2020-01-30 01:00:00
Marlon Ritter,500000,2020-01-31 01:00:00
Marlon Ritter,500000,2020-02-01 01:00:00
Marlon Ritter,500000,2020-02-02 01:00:00
Marlon Ritter,500000,2020-02-03 01:00:00
Marlon Ritter,500000,2020-02-04 01:00:00
Marlon Ritter,500000,2020-02-05 19:00:00
Marlon Ritter,500000,2020-02-06 01:00:00
Marlon Ritter,500000,2020-02-07 01:00:00
Marlon Ritter,500000,2020-02-08 01:00:00
Marlon Ritter,500000,2020-02-09 01:00:00
Marlon Ritter,500000,2020-02-10 01:00:00
Marlon Ritter,500000,2020-02-11 01:00:00
Marlon Ritter,500000,2020-02-12 01:00:00
Marlon Ritter,500000,2020-02-13 01:00:00
Marlon Ritter,500000,2020-02-14 01:00:00
Marlon Ritter,500000,2020-02-15 01:00:00
Marlon Ritter,500000,2020-02-16 01:00:00
Marlon Ritter,500000,2020-02-17 01:00:00
Marlon Ritter,500000,2020-02-18 01:00:00
Marlon Ritter,500000,2020-02-19 12:12:00
Marlon Ritter,500000,2020-02-20 00:20:00
Marlon Ritter,500000,2020-02-21 01:00:00
Marlon Ritter,500000,2020-02-22 01:00:00
Marlon Ritter,500000,2020-02-23 01:00:00
Marlon Ritter,500000,2020-02-24 01:00:00
Marlon Ritter,500000,2020-02-25 01:00:00
Marlon Ritter,500000,2020-02-26 01:00:00
Marlon Ritter,500000,2020-02-27 01:00:00
Marlon Ritter,500000,2020-02-28 01:00:00
Marlon Ritter,500000,2020-02-29 01:00:00
Marlon Ritter,500000,2020-03-01 18:21:00
Marlon Ritter,500000,2020-03-02 13:18:00
Marlon Ritter,500000,2020-03-03 21:25:00
Marlon Ritter,500000,2020-03-04 09:47:00
Marlon Ritter,500000,2020-03-05 00:46:00
Marlon Ritter,500000,2020-03-06 19:10:00
Marlon Ritter,500000,2020-03-07 20:22:00
Marlon Ritter,500000,2020-03-08 14:38:00
Marlon Ritter,500000,2020-03-09 00:27:00
Martin Hinteregger,34625622,2020-01-23 01:00:00
Martin Hinteregger,34596333,2020-01-24 01:00:00
Martin Hinteregger,34593925,2020-01-25 01:00:00
Martin Hinteregger,34554000,2020-01-26 01:00:00
Martin Hinteregger,34571371,2020-01-27 01:00:00
Martin Hinteregger,34602246,2020-01-28 01:00:00
Martin Hinteregger,34645851,2020-01-29 01:00:00
Martin Hinteregger,34697502,2020-01-30 01:00:00
Martin Hinteregger,34715210,2020-01-31 01:00:00
Martin Hinteregger,34648932,2020-02-01 01:00:00
Martin Hinteregger,34680045,2020-02-02 01:00:00
Martin Hinteregger,34691673,2020-02-03 01:00:00
Martin Hinteregger,34622128,2020-02-04 01:00:00
Martin Hinteregger,34542296,2020-02-05 19:00:00
Martin Hinteregger,34459631,2020-02-06 01:00:00
Martin Hinteregger,34461895,2020-02-07 01:00:00
Martin Hinteregger,34480414,2020-02-08 01:00:00
Martin Hinteregger,34489061,2020-02-09 01:00:00
Martin Hinteregger,34567653,2020-02-10 01:00:00
Martin Hinteregger,34661336,2020-02-11 01:00:00
Martin Hinteregger,34703667,2020-02-12 01:00:00
Martin Hinteregger,34745542,2020-02-13 01:00:00
Martin Hinteregger,34736436,2020-02-14 01:00:00
Martin Hinteregger,34704211,2020-02-15 01:00:00
Martin Hinteregger,34691224,2020-02-16 01:00:00
Martin Hinteregger,34647961,2020-02-17 01:00:00
Martin Hinteregger,34553654,2020-02-18 01:00:00
Martin Hinteregger,34497669,2020-02-19 12:12:00
Martin Hinteregger,34343291,2020-02-20 00:20:00
Martin Hinteregger,34174234,2020-02-21 01:00:00
Martin Hinteregger,34038520,2020-02-22 01:00:00
Martin Hinteregger,33930349,2020-02-23 01:00:00
Martin Hinteregger,33920033,2020-02-24 01:00:00
Martin Hinteregger,33912890,2020-02-25 01:00:00
Martin Hinteregger,33785921,2020-02-26 01:00:00
Martin Hinteregger,33656979,2020-02-27 01:00:00
Martin Hinteregger,33448940,2020-02-28 01:00:00
Martin Hinteregger,33280712,2020-02-29 01:00:00
Martin Hinteregger,33102342,2020-03-01 18:21:00
Martin Hinteregger,32893040,2020-03-02 13:18:00
Martin Hinteregger,32720194,2020-03-03 21:25:00
Martin Hinteregger,32461416,2020-03-04 09:47:00
Martin Hinteregger,32249434,2020-03-05 00:46:00
Martin Hinteregger,32140625,2020-03-06 19:10:00
Martin Hinteregger,31928128,2020-03-07 20:22:00
Martin Hinteregger,31770594,2020-03-08 14:38:00
Martin Hinteregger,31618084,2020-03-09 00:27:00
Marvin Friedrich,9261566,2020-01-23 01:00:00
Marvin Friedrich,9403316,2020-01-24 01:00:00
Marvin Friedrich,9452105,2020-01-25 01:00:00
Marvin Friedrich,9528829,2020-01-26 01:00:00
Marvin Friedrich,9658154,2020-01-27 01:00:00
Marvin Friedrich,9805102,2020-01-28 01:00:00
Marvin Friedrich,9941315,2020-01-29 01:00:00
Marvin Friedrich,10011082,2020-01-30 01:00:00
Marvin Friedrich,10067466,2020-01-31 01:00:00
Marvin Friedrich,10027672,2020-02-01 01:00:00
Marvin Friedrich,9956645,2020-02-02 01:00:00
Marvin Friedrich,9791854,2020-02-03 01:00:00
Marvin Friedrich,9575515,2020-02-04 01:00:00
Marvin Friedrich,9369681,2020-02-05 19:00:00
Marvin Friedrich,9171612,2020-02-06 01:00:00
Marvin Friedrich,8937168,2020-02-07 01:00:00
Marvin Friedrich,8711129,2020-02-08 01:00:00
Marvin Friedrich,8521871,2020-02-09 01:00:00
Marvin Friedrich,8340085,2020-02-10 01:00:00
Marvin Friedrich,8188299,2020-02-11 01:00:00
Marvin Friedrich,8075122,2020-02-12 01:00:00
Marvin Friedrich,7976847,2020-02-13 01:00:00
Marvin Friedrich,7871652,2020-02-14 01:00:00
Marvin Friedrich,7761021,2020-02-15 01:00:00
Marvin Friedrich,7641216,2020-02-16 01:00:00
Marvin Friedrich,7525131,2020-02-17 01:00:00
Marvin Friedrich,7467166,2020-02-18 01:00:00
Marvin Friedrich,7435212,2020-02-19 12:12:00
Marvin Friedrich,7374164,2020-02-20 00:20:00
